z_lookback,z_entry_short,z_entry_long,z_exit,z_stop,slope_lookback,max_hold_days,slope_confirmation,avg_return,median_return,avg_sharpe,median_sharpe,min_return,max_return,avg_max_dd,worst_dd,total_trades,avg_trades_per_window,avg_win_rate,pct_windows_profitable,n_windows
10,0.75,1.5,-0.3,2.5,3,5,False,23.304490740740743,21.595,1.6993842592592594,1.707,-85.42,124.04,-19.519259259259258,-180.82,4579,21.199074074074073,56.05138888888889,84.72222222222221,216
10,0.5,1.0,-0.3,2.5,3,7,False,23.288703703703707,23.295,1.6495925925925927,1.668,-111.09,126.09,-20.763842592592592,-209.48,5250,24.305555555555557,53.5662037037037,81.48148148148148,216
10,0.5,1.0,-0.3,2.5,5,7,False,23.288703703703707,23.295,1.6495925925925927,1.668,-111.09,126.09,-20.763842592592592,-209.48,5250,24.305555555555557,53.5662037037037,81.48148148148148,216
10,0.5,1.0,-0.3,2.5,2,7,False,23.288703703703707,23.295,1.6495925925925927,1.668,-111.09,126.09,-20.763842592592592,-209.48,5250,24.305555555555557,53.5662037037037,81.48148148148148,216
10,0.75,1.0,-0.3,2.5,2,7,False,23.287962962962965,23.055,1.6658611111111112,1.674,-111.09,131.05,-20.837685185185187,-209.48,4976,23.037037037037038,53.4587962962963,81.01851851851852,216
10,0.75,1.0,-0.3,2.5,5,7,False,23.287962962962965,23.055,1.6658611111111112,1.674,-111.09,131.05,-20.837685185185187,-209.48,4976,23.037037037037038,53.4587962962963,81.01851851851852,216
10,0.75,1.0,-0.3,2.5,3,7,False,23.287962962962965,23.055,1.6658611111111112,1.674,-111.09,131.05,-20.837685185185187,-209.48,4976,23.037037037037038,53.4587962962963,81.01851851851852,216
10,0.5,1.5,-0.3,1.5,2,7,False,23.253888888888884,21.14,1.7460601851851851,1.699,-53.81,131.0,-19.51759259259259,-153.12,6812,31.537037037037038,45.76759259259259,84.25925925925925,216
10,0.5,1.5,-0.3,1.5,3,7,False,23.253888888888884,21.14,1.7460601851851851,1.699,-53.81,131.0,-19.51759259259259,-153.12,6812,31.537037037037038,45.76759259259259,84.25925925925925,216
10,0.5,1.5,-0.3,1.5,5,7,False,23.253888888888884,21.14,1.7460601851851851,1.699,-53.81,131.0,-19.51759259259259,-153.12,6812,31.537037037037038,45.76759259259259,84.25925925925925,216
10,0.5,1.5,0.3,2.0,3,7,False,23.25037037037037,21.86,1.7485416666666667,1.884,-108.84,126.62,-19.466018518518517,-198.06,5392,24.962962962962962,53.29768518518518,84.25925925925925,216
10,0.5,1.5,0.3,2.0,2,7,False,23.25037037037037,21.86,1.7485416666666667,1.884,-108.84,126.62,-19.466018518518517,-198.06,5392,24.962962962962962,53.29768518518518,84.25925925925925,216
10,0.5,1.5,0.3,2.0,5,7,False,23.25037037037037,21.86,1.7485416666666667,1.884,-108.84,126.62,-19.466018518518517,-198.06,5392,24.962962962962962,53.29768518518518,84.25925925925925,216
